id,title,likes,views,engagement_rate,log_likes
15103,just be me. I need Gaga to be happy to be worthy of me. So do you guys,21000,230109,0.09126,4.3222
15104,South Korea Oba heart of the spicy pot,138000,4893481,0.0282,5.1399
15105,Naruto express Daisada was rejected,19000,559487,0.03396,4.2788
15106,can run # Law-abiding is the way to go,11000,425000,0.02588,4.0414
15107,# subway escape # game where the star plan # funny in front of Howie installed machine,44000,571000,0.07706,4.6435
15108,good BFF and I like the same boy # set it photosynthesis plan creator # spring day strike # ancient see students have communication disorders,21000,362702,0.0579,4.3222
15109,# Venom # Fast hand screening room # I am in the fast hand best drama slaughter and venom who is stronger,335000,12971266,0.02583,5.525
15110,# Spring Strike # Dark Sea Era # Baba comics Is he really a loser?,38000,442562,0.08586,4.5798
15111,out of respect # Undead King,26000,451000,0.05765,4.415
15112,uncle on the execution ground moved a kind heart,16000,481441,0.03323,4.2041
15113,the world is using kisses instead of money # MyQuickHands # QuickHands Movie Room,71000,1766000,0.0402,4.8513
15114,Fire Cloud Evil God vs the Return of Condor Heroes # Fast hand movie # HD 60 frame film editing # I am chasing good drama in fast hand,73000,3313001,0.02203,4.8633
15115,Meet a girl like six flowers in two,40000,274910,0.1455,4.6021
15116,The Lone Warrior Episode 2/3: Bart became the Lone Warrior only because he borrowed $20 from his father # Simpsons # Anime # Summer Smash,12000,418000,0.02871,4.0792
15117,# Granny Playhouse # Horror game # Funny is very,54000,941000,0.05739,4.7324
15118,bitter sweet,43000,1126000,0.03819,4.6335
15119,it turns out that you can never underestimate a tiny # SpongeBob # Shadow burning scissors #AGoniE editing team,34000,589000,0.05772,4.5315
15120,# Star Man bright moon rising sea has a billion points to chon what is going on 🙃 # Chi Fu Court # Garden color chain,34000,441000,0.0771,4.5315
15121,<3/3> Mysterious monster broke into the earth,73000,3211223,0.02273,4.8633
15122,steel hunk poverty alleviation: play what all drop steel,59000,1411878,0.04179,4.7709
15123,Russian family gathering super warm heart! Chinese son-in-law recognized by whole family! # Russland love Story # Life overseas,38000,871000,0.04363,4.5798
15124,hark! Is the sound of being recognized by your teammates! # Assemble Photosynthetic creators # Fast hand game Star program # Glory Firefight Nova training camp,126000,1808000,0.06969,5.1004
15125,episode 14 Ji Bohai found that Xiaoyang is his daughter.,12000,1185060,0.01013,4.0792
15126,the great dried persimmon shark # shark,50000,935000,0.05348,4.699
15127,New: You are a beast in the wind,215000,1687398,0.12742,5.3324
15128,# Naruto,20000,445000,0.04494,4.3011
15129,Lyles wins in 19.67,18000,340937,0.0528,4.2553
15130,# Ji Yunhe was imprisoned and asked for death at the beginning of your acquaintance can not,55000,1525000,0.03607,4.7404
15131,# sausage party every day a title tips,25000,744393,0.03358,4.398
15132,# Summer strike # Dawn Anime Project # Anime commentary,32000,741000,0.04318,4.5052
15133,female prisoners escape prison,138000,18510979,0.00746,5.1399
15134,challenge! Random boss counting off eating for a day! See if you can eat comfortably today # Random Boss Count # Gourmet vlog # Challenge,250000,7727000,0.03235,5.3979
15135,after the weakened Sun Shangxiang adjustment out of the pack and inscriptions let you hurt no longer scraping # Sun Shangxiang # King glory,234000,3414000,0.06854,5.3692
15136,don't look away,468000,19374000,0.02416,5.6702
15137,my baby is an excellent student,10000,111000,0.09009,4.0
15138,Li cub is to eat more lovely grow up! # Lori,67000,865000,0.07746,4.8261
15139,World Box 01: Start with 5 people per race,101000,3975000,0.02541,5.0043
15140,if you have been working out since last year,36000,240000,0.15,4.5563
15141,# Spring strike # home read comics # Good boy you will forgive the teacher,34000,976000,0.03484,4.5315
15142,First kiss! Do you remember when you had your first kiss? # Thunk Painting # Live kind-hearted # Summer Smash,19000,345926,0.05493,4.2788
15143,the tiger mother gave birth to five small tigers in one breath,10000,422311,0.02368,4.0
15144,Episode 5: Which of the two apprentices is cleverer? # NewPhotosynthesis Project # Quality Works,17000,1840406,0.00924,4.2305
15145,Peace elite: The Chinese team landed ten seconds to destroy the Japanese full formation # game # Peace elite # eat chicken mobile game,126000,3383000,0.03725,5.1004
15146,Wu Lei Zhao Lu Si sweet abuse redemption! Beautiful sadomasochistic love # Star Han bad can moon rising sea when I often stop here to see this thousands of lights starlight bright if can have a light really belong to me that will be good ~ Ling not coagulation # summer attack # official Luo nine exclusive label,82000,1056000,0.07765,4.9138
15147,this magic mirror,29000,355000,0.08169,4.4624
15148,So do you dare next time? # Winter Crit strike # Assembly Photosynthetic creator # abstinence,39000,882000,0.04422,4.5911
15149,There's always someone who comes along and makes your life no longer crappy.# League of Legends,35000,725376,0.04825,4.5441
15150,Guangxi township on the hotel,17000,2695876,0.00631,4.2305
15151,how do you still do not know Sun Shangxiang is still strong outrageous # Sun Shangxiang,80000,1285000,0.06226,4.9031
15152,the wonderful card duel between the small dog heads ~ the small spot is good! # Doghead little theater # Doghead card bag # Doghead animation,60000,1543000,0.03889,4.7782
15153,driving electric motorcycle without license,63000,1932000,0.03261,4.7993
15154,Episode 4 | Teaching shooting accuracy. # shooting instruction # basketball instruction # Basketball requires persistence and hard work to be successful,38000,331000,0.1148,4.5798
15155,Mini World: Deleted skins! Rain Forest Ghost Raccoon has disappeared,77000,1112000,0.06924,4.8865
15156,Raft survival online 330: I skillfully use the gasoline barrel,14000,374000,0.03743,4.1462
15157,Light encounter Sacrifice route Walkthrough # Light encounter sacrifice # Light encounter Walkthrough # Light Encounter performance season,38000,448000,0.08482,4.5798
15158,(five) Ma confused decided to reinvent oneself # Jiangshan so much Jiao # I in the fast hand to catch up with good drama # fast hand screening room,122000,5468739,0.02231,5.0864
15159,waiting for more than a month to follow the wedding video finally came to # record life # wedding # I am explosive king,115000,2346170,0.04902,5.0607
15160,Plants vs. Zombies: Red-eye and Guided Thistle fight! Big Mouth's Luck Test 87,25000,709114,0.03526,4.398
15161,# edge less exclusive topic # edge less # I and group members against each other daily bite to eat sorrow,16000,222000,0.07207,4.2041
15162,love must not only pay each other,1006000,14239933,0.07065,6.0026
15163,happy sheep finally met dad # fast shadow Tanabata big broadcast,136000,2542456,0.05349,5.1335
15164,after the fourth Avengers,20000,578101,0.0346,4.3011
15165,so this is the way the big boss exit,43000,530000,0.08113,4.6335
15166,this man really cattle batch # fast hand examination film officer # Fast hand entertainment Star YI plan,169000,6860629,0.02463,5.2279
15167,the lady found only Lyle to their own heart as their own family is good!!,51000,3145243,0.01621,4.7076
15168,Episode 9 - Coming back # Sandsculpting Fairy Animation # Funny animation,15000,349000,0.04298,4.1761
15169,No. 81 Chaonei,11000,252000,0.04365,4.0414
15170,hot days always no appetite,74000,5802000,0.01275,4.8692
15171,when a child learns to love their parents,125000,2231477,0.05602,5.0969
15172,he casually folded a thousand paper cranes in the hands of the girl ~# Originally I am the fairy big man # summer blow # comics,16000,489000,0.03272,4.2041
15173,# assembly photosynthetic creator Kudo new one suddenly more than a girlfriend,121000,4028000,0.03004,5.0828
15174,# Original God # dubbing # Funny collection,380000,3775855,0.10064,5.5798
15175,twin sisters bring boyfriend home parents' reaction is hilarious # NewPhotosynthProject,25000,1757193,0.01423,4.398
15176,# comiccommentary # Summer bashing my uncle is also very bullying,82000,1025591,0.07995,4.9138
15177,18 floor ancestral fake hit # era youth group # Heart a summer second phase,11000,123000,0.08943,4.0414
15178,the ultimate arena: five gods beast war five tiger generals,18000,567772,0.0317,4.2553
15179,the wind always said don't be childish,38000,743000,0.05114,4.5798
15180,through the direct marriage of the female emperor 31 people behind the rebellion of the king of 100 countries appeared # sand sculpture fairy animation # fast hand original animation # light cartoon plan,15000,361000,0.04155,4.1761
15181,# dear love they really never get tired of watching,15000,518501,0.02893,4.1761
15182,can be Zhou Shengchen such a pet in addition to the timing,27000,608000,0.04441,4.4314
15183,in this magical mirror,12000,712970,0.01683,4.0792
15184,Yi Guang... Will do the best it can! Guard everyone # limit keep home against the wind # Xishi # King glory,136000,1718000,0.07916,5.1335
15185,You hold her tight,19000,176000,0.10795,4.2788
15186,September 1 school,91000,1661000,0.05479,4.959
15187,mini world joy online 48: Xiaoyu into secret agents! Old Mo leaks the base at the cost of # Miniworld # Miniworld survival,10000,216000,0.0463,4.0
15188,sister secretly used home half a month of fried steamed bread slices,59000,7066565,0.00835,4.7709
15189,their own feed pig head too fat,24000,1228000,0.01954,4.3802
15190,the guy roadside picked up a black leather box inside unexpectedly have antique mobile phone shadow card out of SP card,15000,1141832,0.01314,4.1761
15191,raise children IQ tax: this is a sweeping three generations of kill pig plate! # IQ tax # raising kids,191000,5228000,0.03653,5.281
15192,Belt & Anti-Nail promo # Shinjang Lee Shin,61000,613682,0.0994,4.7853
15193,Episode 9: The chosen son of tyrannical God,90000,2073551,0.0434,4.9542
15194,was born by mother-in-law little hybrid? Dasa said I was still a child! # Fighting Nation # Rustic love story,46000,2028000,0.02268,4.6628
15195,big wedding night,12000,275000,0.04364,4.0792
15196,# King Glory Haha Xiaoyao real cow # funny video,39000,1675420,0.02328,4.5911
15197,which Ultraman will be your bodyguard # Ultraman # Celo Ultraman # Tiga Ultraman,66000,2229000,0.02961,4.8196
15198,I'm your good gay friend Barbosa # Barbosa,20000,372000,0.05376,4.3011
15199,in order to Xiao Yan brother,13000,181000,0.07182,4.114
15200,Homer's body nuclear radiation exceeded,58000,1804000,0.03215,4.7634
15201,good luck to you all. # TodayCopywriting,238000,2330000,0.10215,5.3766
15202,how terrible is the process of mosquito blood feeding,204000,5387000,0.03787,5.3096
15203,#2022 Photosynthesis Creators Conference woman in order to bring her husband back from the dead was attacked by crocodiles # New photosynthesis plan # barrier remover Ganesh,202000,21065014,0.00959,5.3054
15204,Boycott local low-level marriage customs,58000,1774579,0.03268,4.7634
15205,the light of the right path! # Light of the Right path # Li Bai # Yao,113000,768000,0.14714,5.0531
15206,episode 13 | # Manga commentary # Summer attack Chu Aojiao online # Fast look comics,12000,287565,0.04173,4.0792
15207,today do cold noodles at home,33000,1211747,0.02723,4.5185
15208,37 years old to the age of sterilization,16000,1750775,0.00914,4.2041
15209,the 3rd episode | husband at midnight to enjoy a small video,14000,1361645,0.01028,4.1462
15210,the Day of Ultraman,10000,156774,0.06379,4.0
15211,for a long,123000,1217000,0.10107,5.0899
15212,[Ultraman] eight light wheel correct usage (two) # Ultraman # Esultraman # play a summer,30000,1435000,0.02091,4.4771
15213,Introduction to # MyWorldmods,10000,425484,0.0235,4.0
15214,don't talk about the poems that you know by heart. You better love me till you die. # Kingglory # Pchart,22000,261940,0.08399,4.3424
15215,Jack and Barbosa strongest CP# Pirates of the Caribbean # Captain Jack # Captain Barbosa,24000,293000,0.08191,4.3802
15216,George: My AWM isn't vegetarian either!,211000,2779676,0.07591,5.3243
15217,# Chow Chow said that if it was a real fight Donnie Yen would be no match for me,42000,977000,0.04299,4.6233
15218,who would like a boy like this # emotion # copywriting,17000,145000,0.11724,4.2305
15219,be strong! Get stronger! Then take MOE Xin! # Primal God # Primal God's daily # Streamwind Relatives and Violets Court,20000,818000,0.02445,4.3011
15220,Wu Tong and Min Yan love the exquisite exquisite # glass beauty evil # I am in fast hands to catch up with the drama # Set it photosynthesis creator,13000,918650,0.01415,4.114
